product_id,price,update_date
748,16631,2023-02-04
749,762438,2023-04-02
750,318361,2023-03-31
751,125821,2023-03-01
752,331329,2023-01-01
753,854544,2023-04-02
754,119564,2023-01-20
755,709821,2023-02-24
756,246072,2023-03-27
757,352855,2023-03-05
758,441368,2023-02-06
759,363202,2023-02-09
760,689571,2023-02-22
761,109961,2023-02-24
762,289456,2023-02-05
763,560236,2023-03-25
764,554968,2023-01-27
765,347619,2023-02-10
766,763074,2023-02-19
767,786042,2023-02-13
768,158552,2023-02-27
769,255739,2023-03-12
770,182337,2023-01-12
771,833,2023-01-11
772,447073,2023-03-09
773,457391,2023-01-23
774,339296,2023-03-17
775,910510,2023-02-21
776,335613,2023-03-16
777,453493,2023-04-04
778,744796,2023-01-23
779,386445,2023-03-16
780,18785,2023-01-06
781,4013,2023-03-19
782,240545,2023-04-02
783,190690,2023-01-18
784,213628,2023-03-23
785,551144,2023-02-19
786,207100,2023-01-04
787,565284,2023-03-22
788,990340,2023-02-05
789,630461,2023-03-12
790,292675,2023-02-28
791,878258,2023-02-28
792,115810,2023-02-14
793,231607,2023-03-17
794,652874,2023-03-05
795,232542,2023-01-28
796,893355,2023-04-06
797,825084,2023-01-13
798,586147,2023-03-23
799,469152,2023-01-07
800,723536,2023-03-15
801,135012,2023-01-22
802,620042,2023-03-01
803,974075,2023-01-14
804,776009,2023-03-24
805,861302,2023-01-13
806,649628,2023-01-24
807,713646,2023-01-09
808,458785,2023-04-05
809,405098,2023-02-07
810,990265,2023-03-08
811,329903,2023-03-28
812,131256,2023-03-17
813,60091,2023-03-16
814,134034,2023-01-31
815,638472,2023-03-16
816,469666,2023-01-19
817,365562,2023-02-02
818,671882,2023-03-04
819,690790,2023-01-27
820,764692,2023-02-22
821,694723,2023-01-07
822,900635,2023-03-06
823,540540,2023-03-31
824,105865,2023-02-09
825,781648,2023-02-16
826,989767,2023-03-12
827,187883,2023-01-01
828,260203,2023-01-28
829,280452,2023-01-26
830,907211,2023-03-09
831,85901,2023-02-16
832,114041,2023-01-16
833,19797,2023-03-08
834,934795,2023-01-28
835,360961,2023-03-29
836,547512,2023-04-05
837,777580,2023-03-28
838,571423,2023-01-15
839,157275,2023-01-03
840,625384,2023-02-01
841,482704,2023-02-20
842,151168,2023-02-04
843,591706,2023-02-14
844,666651,2023-04-04
845,367687,2023-03-14
846,629237,2023-02-07
847,923754,2023-02-19
848,31106,2023-01-04
849,601802,2023-01-24
850,324860,2023-02-11
851,488775,2023-02-27
852,28684,2023-03-03
853,643388,2023-03-01
854,857757,2023-01-03
855,472068,2023-04-04
856,658523,2023-04-01
857,173781,2023-03-06
858,814517,2023-02-06
859,142242,2023-03-07
860,448402,2023-03-28
861,607794,2023-03-07
862,303608,2023-01-20
863,971245,2023-02-04
864,264505,2023-03-12
865,147192,2023-01-08
866,269581,2023-04-03
867,973810,2023-02-12
868,336398,2023-02-11
869,174391,2023-04-06
870,873131,2023-02-21
871,561222,2023-01-26
872,421024,2023-03-25
873,284607,2023-02-14
874,840932,2023-03-03
875,261884,2023-01-18
876,399637,2023-03-05
877,476881,2023-03-19
878,688387,2023-02-16
879,635367,2023-01-19
880,278950,2023-03-17
881,246606,2023-01-31
882,974137,2023-03-08
883,808851,2023-01-23
884,119152,2023-02-18
885,708716,2023-01-10
886,576297,2023-04-01
887,986011,2023-01-25
888,459500,2023-01-22
889,10414,2023-03-27
890,653504,2023-01-19
891,352,2023-01-22
892,598433,2023-03-12
893,553027,2023-03-05
894,729509,2023-01-26
895,288742,2023-03-14
896,286669,2023-02-26
897,182249,2023-02-09
898,39896,2023-02-01
899,525903,2023-01-28
900,390532,2023-01-17
901,194852,2023-03-20
902,667759,2023-03-17
903,811664,2023-02-06
904,351233,2023-02-09
905,507283,2023-03-09
906,420878,2023-02-24
907,339758,2023-04-06
908,7001,2023-01-21
909,541376,2023-04-04
910,92651,2023-02-22
911,406878,2023-02-10
912,636382,2023-03-19
913,580274,2023-01-17
914,98109,2023-01-07
915,783155,2023-01-30
916,828478,2023-02-01
917,164285,2023-01-19
918,244782,2023-01-23
919,770,2023-03-01
920,11922,2023-02-22
921,418897,2023-03-28
922,537967,2023-03-25
923,350642,2023-01-11
924,456901,2023-03-25
925,624738,2023-02-22
926,529589,2023-03-03
927,717034,2023-03-16
928,475258,2023-03-26
929,782797,2023-03-09
930,990969,2023-01-06
931,194126,2023-02-26
932,97737,2023-01-23
933,726741,2023-03-27
934,566849,2023-02-07
935,506337,2023-02-11
936,899523,2023-01-19
937,494722,2023-04-04
938,940252,2023-02-23
939,852629,2023-01-11
940,783315,2023-03-26
941,4423,2023-02-03
942,313356,2023-03-18
943,959548,2023-02-11
944,946422,2023-02-18
945,101389,2023-02-17
946,687314,2023-03-04
947,770517,2023-02-18
948,39049,2023-02-25
949,951264,2023-04-01
950,477440,2023-01-13
951,360416,2023-01-16
952,641016,2023-01-08
953,764317,2023-02-11
954,451464,2023-01-10
955,205287,2023-02-12
956,325502,2023-02-27
957,97259,2023-01-10
958,574189,2023-02-02
959,663871,2023-01-08
960,743898,2023-01-28
961,751240,2023-03-21
962,698788,2023-01-15
963,922205,2023-02-14
964,509670,2023-03-05
965,589721,2023-04-05
966,602846,2023-03-14
967,507028,2023-01-02
968,243697,2023-03-12
969,597350,2023-01-12
970,838139,2023-02-08
971,470322,2023-02-01
972,445483,2023-03-31
973,603107,2023-02-27
974,16905,2023-03-26
975,925786,2023-02-18
976,508662,2023-01-09
977,465143,2023-03-25
978,493484,2023-03-31
979,161375,2023-03-23
980,94795,2023-02-03
981,963622,2023-02-24
982,325044,2023-02-24
983,792997,2023-03-07
984,359807,2023-02-27
985,743139,2023-03-23
986,141797,2023-03-05
987,68899,2023-03-13
988,740071,2023-04-06
989,742863,2023-03-03
990,942947,2023-02-28
991,937803,2023-03-01
992,17219,2023-02-23
993,605104,2023-02-25
994,487903,2023-01-20
995,931882,2023-03-12
996,181205,2023-03-26
997,834161,2023-01-10
998,283355,2023-03-20
999,492683,2023-01-25
