id,date,product_id,desk_id,quantity,amount
280,2023-03-29,260,905,74,49047
281,2023-02-23,626,331,33,61986
282,2023-02-02,397,473,67,93746
283,2023-02-07,415,367,69,12067
284,2023-02-27,493,625,41,99517
285,2023-04-02,844,507,80,31890
286,2023-01-26,304,812,44,77157
287,2023-04-01,851,344,43,35619
288,2023-03-02,336,144,98,54586
289,2023-01-04,832,228,96,59230
290,2023-02-25,721,836,29,47626
291,2023-04-05,468,983,77,60568
292,2023-04-03,299,532,26,57354
293,2023-02-21,956,990,19,31004
294,2023-02-28,903,147,18,9522
295,2023-03-02,799,774,15,39942
296,2023-03-22,661,267,29,91277
297,2023-03-29,824,264,51,46751
298,2023-03-25,548,802,75,2448
299,2023-02-11,213,735,87,76405
300,2023-03-14,681,143,88,19104
301,2023-01-04,582,607,38,98130
302,2023-03-22,390,453,100,17415
303,2023-02-10,733,891,41,25715
304,2023-02-02,430,222,68,10812
305,2023-04-03,268,488,49,35481
306,2023-01-20,762,795,65,50519
307,2023-01-16,130,747,41,80895
308,2023-02-18,114,769,27,74661
309,2023-02-16,555,662,56,30382
310,2023-02-02,516,546,56,28734
311,2023-02-27,836,946,83,35255
312,2023-02-16,527,321,45,67884
313,2023-01-20,122,139,20,50245
314,2023-03-08,585,113,70,11926
315,2023-01-28,608,570,79,94112
316,2023-03-18,425,192,71,77785
317,2023-04-02,361,544,27,83532
318,2023-01-21,644,257,46,22124
319,2023-01-31,244,285,49,95404
320,2023-01-12,591,371,95,28627
321,2023-02-02,896,164,66,64746
322,2023-01-13,420,940,37,63951
323,2023-01-30,254,112,78,67502
324,2023-01-18,295,692,15,3148
325,2023-03-22,337,568,29,49285
326,2023-01-13,242,104,35,70945
327,2023-01-25,238,348,25,63583
328,2023-03-14,765,356,15,30261
329,2023-03-30,596,895,100,26765
330,2023-03-10,877,604,40,13897
331,2023-03-30,835,779,45,3046
332,2023-02-14,658,520,30,42236
333,2023-02-23,182,767,49,19741
334,2023-01-02,648,202,96,41863
335,2023-02-20,513,478,99,9825
336,2023-03-12,507,810,19,95303
337,2023-01-05,978,791,82,82922
338,2023-03-12,682,524,58,65974
339,2023-04-04,815,146,81,76790
340,2023-03-06,948,946,66,96641
341,2023-03-18,194,178,93,68584
342,2023-01-11,262,140,84,98003
343,2023-02-23,667,833,89,12058
344,2023-03-29,210,401,74,64482
345,2023-03-27,426,125,40,79904
346,2023-01-05,642,397,67,60697
347,2023-03-09,518,238,43,84283
348,2023-03-22,115,143,75,64108
349,2023-04-04,557,955,33,52174
350,2023-01-17,867,297,91,28244
351,2023-01-08,949,978,100,95991
352,2023-01-09,828,195,69,94851
353,2023-01-03,698,361,55,30380
354,2023-01-14,190,700,58,50460
355,2023-03-08,275,682,54,16677
356,2023-01-19,852,667,53,73103
357,2023-02-15,254,514,15,82790
358,2023-01-22,944,340,96,45982
359,2023-01-05,666,107,65,27658
360,2023-03-29,251,328,34,10094
361,2023-02-08,939,543,21,49751
362,2023-01-02,858,931,100,27193
363,2023-03-30,755,999,92,19267
364,2023-02-04,223,407,14,74327
365,2023-01-22,627,262,53,91412
366,2023-01-30,268,511,84,85456
367,2023-01-18,261,791,86,89746
368,2023-04-05,905,911,32,3920
369,2023-03-26,545,296,84,86814
370,2023-01-22,973,178,55,90095
371,2023-02-16,165,610,81,41048
372,2023-02-27,612,340,82,57477
373,2023-03-15,719,913,97,55713
374,2023-01-07,506,604,38,11287
375,2023-02-25,883,580,31,22001
376,2023-03-14,245,886,15,91987
377,2023-03-02,821,211,90,52583
378,2023-03-11,261,105,96,9590
379,2023-03-18,777,488,23,25492
380,2023-02-21,287,506,23,85941
381,2023-01-20,105,268,68,68844
382,2023-03-14,955,771,18,20129
383,2023-01-13,606,668,46,29500
384,2023-01-20,251,408,34,66991
385,2023-03-18,346,205,73,24543
386,2023-02-15,192,864,48,91777
387,2023-02-26,164,747,78,25086
388,2023-02-26,834,943,44,93690
389,2023-03-24,908,544,83,40964
390,2023-01-30,786,737,64,44577
391,2023-03-02,121,853,81,72052
392,2023-01-21,647,955,95,33562
393,2023-01-30,562,924,46,99597
394,2023-01-23,643,478,66,19523
395,2023-01-26,839,308,91,47071
396,2023-03-11,356,948,94,3304
397,2023-03-15,881,241,31,31655
398,2023-01-08,189,643,82,19870
399,2023-02-18,896,933,16,16844
400,2023-02-04,238,635,89,31715
401,2023-01-16,196,522,88,82847
402,2023-02-17,973,475,35,17232
403,2023-03-23,138,925,31,52284
404,2023-03-07,235,723,65,90359
405,2023-03-01,798,434,45,89595
406,2023-01-26,156,989,91,6424
407,2023-01-25,504,478,23,92204
408,2023-03-20,410,957,51,6441
409,2023-01-02,460,170,42,76078
410,2023-02-18,744,979,34,10819
411,2023-02-02,768,141,35,20374
412,2023-02-03,382,314,75,24653
413,2023-01-31,495,409,23,22329
414,2023-02-27,178,133,91,42986
415,2023-03-16,883,239,53,34843
416,2023-01-24,164,731,53,61035
417,2023-03-08,851,860,64,82975
418,2023-02-03,436,737,58,73141
419,2023-02-07,628,332,68,18961
420,2023-01-13,112,915,52,15698
421,2023-03-18,248,854,51,80665
422,2023-02-27,524,809,67,5893
423,2023-03-18,702,898,69,20679
424,2023-01-26,663,522,66,21321
425,2023-03-13,506,796,35,73035
426,2023-01-19,466,718,42,80881
427,2023-01-11,473,693,78,35771
428,2023-01-29,579,916,24,69011
429,2023-02-19,875,426,15,26706
430,2023-01-02,621,101,83,30186
431,2023-03-28,362,464,73,22773
432,2023-02-08,866,521,92,55328
433,2023-02-17,220,171,46,25677
434,2023-02-15,172,585,61,69431
435,2023-01-31,897,609,92,46492
436,2023-02-11,664,986,26,10495
437,2023-01-19,476,464,93,30335
438,2023-03-28,895,869,60,99875
439,2023-04-04,673,612,61,15342
440,2023-02-19,921,398,74,84172
441,2023-03-07,491,998,78,5198
442,2023-03-28,199,184,25,99161
443,2023-02-06,309,417,73,97883
444,2023-01-13,640,488,26,53735
445,2023-03-14,718,797,33,28978
446,2023-03-11,125,364,57,31703
447,2023-03-06,562,198,37,98007
448,2023-01-07,212,681,29,25756
449,2023-02-15,552,753,10,12755
450,2023-03-01,741,470,87,17114
451,2023-01-09,420,454,100,6929
452,2023-03-19,526,489,63,26793
453,2023-03-15,177,640,42,98303
454,2023-01-17,725,483,100,77463
455,2023-01-01,488,847,39,23160
456,2023-03-25,947,867,83,31113
457,2023-02-22,374,413,10,26661
458,2023-03-20,823,345,97,38432
459,2023-01-15,821,822,70,72922
460,2023-04-03,297,134,72,17999
461,2023-01-28,927,439,79,89377
462,2023-02-10,379,240,23,86376
463,2023-04-05,836,935,78,55324
464,2023-03-17,253,995,91,9290
465,2023-02-14,870,154,89,78985
466,2023-03-08,534,791,86,25037
467,2023-02-27,974,904,83,30059
468,2023-02-11,478,970,93,88214
469,2023-03-21,285,128,58,19589
470,2023-01-02,610,324,25,84287
471,2023-01-28,725,205,83,66738
472,2023-03-12,955,706,88,7760
473,2023-01-12,669,881,67,99067
474,2023-03-17,892,405,50,85003
475,2023-02-14,447,220,94,79348
476,2023-02-28,582,666,76,85716
477,2023-03-21,726,638,64,95832
478,2023-02-09,285,208,66,23670
479,2023-01-05,276,101,24,22048
480,2023-01-18,943,759,56,72469
481,2023-02-22,185,499,33,84085
482,2023-02-26,807,531,15,20555
483,2023-01-08,489,395,63,72605
484,2023-01-26,963,762,29,32242
485,2023-01-14,189,932,58,70324
486,2023-03-17,378,484,29,23319
487,2023-03-27,247,797,20,91011
488,2023-03-05,747,352,99,49971
489,2023-03-08,470,802,77,71944
490,2023-04-04,373,298,68,90477
491,2023-03-19,913,350,86,58243
492,2023-01-19,193,157,88,77828
493,2023-04-05,783,762,26,73065
494,2023-02-22,104,724,22,52267
495,2023-01-30,758,515,64,35760
496,2023-01-02,647,581,31,94346
497,2023-02-24,518,697,20,96994
498,2023-03-08,389,926,62,96371
499,2023-02-02,546,480,40,91358
500,2023-02-11,871,326,67,7586
501,2023-01-11,896,217,23,11452
502,2023-01-06,346,128,40,14249
503,2023-02-07,948,531,27,63844
504,2023-02-25,561,518,65,28571
505,2023-02-27,443,200,29,75887
506,2023-01-15,260,671,36,27140
507,2023-03-17,428,250,51,45349
508,2023-03-03,781,550,26,67673
509,2023-02-27,805,913,53,82825
510,2023-02-13,636,825,63,57961
511,2023-03-29,223,903,92,29721
512,2023-01-01,693,808,40,68373
513,2023-02-07,282,291,49,96223
514,2023-03-27,840,459,85,62016
515,2023-01-16,542,858,36,69253
516,2023-02-16,999,801,87,89852
517,2023-02-06,791,527,46,83285
518,2023-04-02,841,558,26,7314
519,2023-02-11,384,348,79,45698
520,2023-03-12,357,634,47,85820
521,2023-01-09,507,189,71,65899
522,2023-03-30,390,449,28,33956
523,2023-01-01,362,144,40,8084
524,2023-02-17,832,318,24,90381
525,2023-02-08,394,810,68,29033
526,2023-02-25,165,972,26,58549
527,2023-01-05,487,769,59,10835
528,2023-03-18,156,149,17,39461
529,2023-03-23,192,286,22,54159
530,2023-03-20,340,451,16,96574
531,2023-04-01,173,823,25,52716
532,2023-02-25,796,507,88,33910
533,2023-01-02,319,366,56,76032
534,2023-03-03,883,555,74,25633
535,2023-04-01,347,351,24,78405
536,2023-01-11,326,786,41,6128
537,2023-03-15,147,895,29,11820
538,2023-01-05,977,581,82,98438
539,2023-01-05,508,240,42,67447
540,2023-01-13,763,984,23,25985
541,2023-02-22,677,270,40,8778
542,2023-02-08,321,308,62,94518
543,2023-03-13,572,448,88,94280
544,2023-02-04,608,886,31,75576
545,2023-01-01,271,764,90,5744
546,2023-01-18,171,498,53,96761
547,2023-03-30,579,567,54,28013
548,2023-02-08,568,949,27,73330
549,2023-03-17,253,232,37,15893
550,2023-01-25,993,962,34,75706
551,2023-01-06,129,142,22,97181
552,2023-04-03,429,249,77,30167
553,2023-01-24,916,973,17,19349
554,2023-01-08,868,343,77,41660
555,2023-01-13,749,620,95,99585
556,2023-02-27,762,929,91,65888
557,2023-04-01,157,191,67,81823
558,2023-03-04,136,856,76,94357
559,2023-03-20,196,868,91,60574
560,2023-03-28,121,620,29,37671
561,2023-02-19,489,197,72,19818
562,2023-03-12,573,236,20,53012
563,2023-03-30,956,123,82,22870
564,2023-03-30,175,879,98,42727
565,2023-02-18,542,953,26,5122
566,2023-01-06,500,934,53,86845
567,2023-02-20,753,890,53,48678
568,2023-01-15,622,338,52,55212
569,2023-03-21,134,745,42,48147
570,2023-01-12,944,779,12,12188
571,2023-03-21,484,904,89,64605
572,2023-03-21,649,574,46,16210
573,2023-01-06,761,712,87,28917
574,2023-02-06,421,955,56,81315
575,2023-01-22,848,677,26,24349
576,2023-01-30,231,166,49,66844
577,2023-01-29,739,527,52,61668
578,2023-02-22,183,274,96,56776
579,2023-01-02,949,944,90,45305
580,2023-02-20,204,209,53,66564
581,2023-02-05,519,364,51,61570
582,2023-02-21,390,205,100,49040
583,2023-02-03,435,302,29,48359
584,2023-02-06,887,816,27,9631
585,2023-02-14,701,521,17,19981
586,2023-02-15,763,276,82,2467
587,2023-01-13,120,385,41,25091
588,2023-02-28,618,226,49,26095
589,2023-03-07,412,551,71,59101
590,2023-03-23,705,842,90,99639
591,2023-03-21,726,560,92,66554
592,2023-03-03,282,141,51,91579
593,2023-02-25,640,614,42,85124
594,2023-02-07,593,594,69,81343
595,2023-01-31,439,417,83,47254
596,2023-02-17,356,391,22,52250
597,2023-02-04,210,270,62,66134
598,2023-01-24,666,540,24,77390
599,2023-03-25,365,852,34,72275
600,2023-03-16,477,987,17,98148
601,2023-03-20,936,987,18,54177
602,2023-02-05,468,239,29,13186
603,2023-04-07,795,142,63,35114
604,2023-03-15,767,816,81,55763
605,2023-03-30,628,476,93,96273
606,2023-03-12,560,985,63,3769
607,2023-02-20,111,581,51,91634
608,2023-03-08,507,341,92,48354
609,2023-02-25,974,615,59,13686
610,2023-01-06,155,127,64,39075
611,2023-01-21,222,898,15,39524
612,2023-01-22,285,354,21,7907
613,2023-04-03,926,399,82,16052
614,2023-03-15,819,213,62,22850
615,2023-03-11,616,402,67,2261
616,2023-01-24,914,523,34,98703
617,2023-03-18,428,413,80,99037
618,2023-03-18,582,406,86,95361
619,2023-01-15,631,405,56,55453
620,2023-03-23,735,578,19,74039
621,2023-02-06,117,705,86,70574
622,2023-03-13,511,225,37,47120
623,2023-01-26,627,879,77,87596
624,2023-01-29,463,486,91,49123
625,2023-02-18,375,682,31,87387
626,2023-03-24,834,720,37,81553
627,2023-03-12,761,589,73,58554
628,2023-01-16,755,569,13,16999
629,2023-04-04,349,762,82,83889
630,2023-01-14,196,236,58,54145
631,2023-04-01,606,932,64,33847
632,2023-01-06,893,690,84,93506
633,2023-03-15,722,458,39,85403
634,2023-04-02,333,212,11,37570
635,2023-01-25,564,599,20,8895
636,2023-03-27,890,772,65,66750
637,2023-03-15,537,641,83,60060
638,2023-01-01,510,819,55,39225
639,2023-03-06,753,591,67,49656
640,2023-03-27,103,999,55,60814
641,2023-01-23,688,847,28,69300
642,2023-02-13,875,794,30,15749
643,2023-01-17,242,196,13,60501
644,2023-01-22,445,885,57,11399
645,2023-01-25,742,192,75,59298
646,2023-01-15,867,231,84,42568
647,2023-04-02,133,635,89,35513
648,2023-04-02,453,417,68,16896
649,2023-02-24,831,444,39,46564
650,2023-02-11,575,385,27,76615
651,2023-01-10,429,319,26,46324
652,2023-03-14,401,594,85,16616
653,2023-01-10,879,867,13,44561
654,2023-03-31,361,148,12,51816
655,2023-03-24,123,951,48,79466
656,2023-01-13,909,945,51,30795
657,2023-03-21,792,313,40,3819
658,2023-01-28,741,382,78,10694
659,2023-01-27,661,856,69,99000
660,2023-01-16,501,712,66,71894
661,2023-01-21,435,627,100,61181
662,2023-02-12,580,379,17,42779
663,2023-04-06,926,406,68,33811
664,2023-03-27,201,393,83,17961
665,2023-02-04,711,608,65,46490
666,2023-01-28,509,419,87,33341
667,2023-01-17,544,989,56,7030
668,2023-03-24,946,215,34,67910
669,2023-02-07,764,807,79,29001
670,2023-03-16,111,759,29,26022
671,2023-02-19,196,316,29,27792
672,2023-03-23,832,317,59,67535
673,2023-02-25,914,594,16,3615
674,2023-01-02,508,114,69,61993
675,2023-02-07,839,495,73,87720
676,2023-01-04,791,568,69,36933
677,2023-01-23,407,956,57,84692
678,2023-03-19,242,310,24,65279
679,2023-03-19,778,108,95,58785
680,2023-01-08,193,820,68,34268
681,2023-03-04,886,843,55,48685
682,2023-03-18,354,514,26,50574
683,2023-01-23,342,544,46,69470
684,2023-01-28,153,125,27,84772
685,2023-03-03,386,473,11,79105
686,2023-03-22,598,893,99,95433
687,2023-01-21,167,157,22,27271
688,2023-02-11,225,992,35,62430
689,2023-01-16,181,947,46,28258
690,2023-01-24,358,772,23,77927
691,2023-02-08,203,955,96,27067
692,2023-02-10,210,407,13,34234
693,2023-02-20,688,203,70,29317
694,2023-03-16,263,134,32,39921
695,2023-02-17,113,162,45,8862
696,2023-01-30,803,991,57,79114
697,2023-04-05,113,287,90,17518
698,2023-02-27,975,688,13,19511
699,2023-02-20,752,422,86,77520
700,2023-03-01,653,734,69,14155
701,2023-01-03,826,412,54,82351
702,2023-03-25,777,653,20,6595
703,2023-02-09,181,936,46,44576
704,2023-03-28,735,104,83,90425
705,2023-01-28,833,123,95,55430
706,2023-01-27,312,319,49,18968
707,2023-02-26,174,493,59,28969
708,2023-02-26,637,713,91,3043
709,2023-02-04,846,364,53,43956
710,2023-01-17,501,168,48,5252
711,2023-01-10,130,941,17,25412
712,2023-02-07,763,287,42,82552
713,2023-03-13,592,294,51,27637
714,2023-03-05,375,332,45,88392
715,2023-01-19,805,551,48,71197
716,2023-03-18,725,800,90,80377
717,2023-03-30,846,153,95,25642
718,2023-03-27,641,359,46,62761
719,2023-03-28,385,638,23,84883
720,2023-01-04,582,215,79,14535
721,2023-03-30,752,349,18,27990
722,2023-02-12,506,349,97,81180
723,2023-03-02,717,877,21,51299
724,2023-02-07,678,297,98,64894
725,2023-01-17,975,386,62,35167
726,2023-01-16,784,536,94,8114
727,2023-02-22,695,592,69,32380
728,2023-02-24,699,729,52,91159
729,2023-03-24,894,708,31,32143
730,2023-01-16,621,465,20,71832
731,2023-02-11,544,202,44,96430
732,2023-02-20,472,919,94,5848
733,2023-03-14,570,785,36,25748
734,2023-02-02,939,303,95,71715
735,2023-01-22,193,393,80,29734
736,2023-01-17,545,653,38,18252
737,2023-02-06,433,626,88,84279
738,2023-04-01,215,557,79,65293
739,2023-01-12,138,189,98,7306
740,2023-03-30,901,513,18,21467
741,2023-03-04,828,141,46,11673
742,2023-03-22,665,476,83,88372
743,2023-02-21,760,785,11,33303
744,2023-03-24,986,282,67,8112
745,2023-03-06,172,597,41,30236
746,2023-03-23,287,389,38,99554
747,2023-01-17,817,537,50,29751
748,2023-01-02,478,631,99,11313
749,2023-02-21,140,867,30,13304
750,2023-03-18,428,287,100,56288
751,2023-03-26,449,212,78,26748
752,2023-01-02,759,190,52,59749
753,2023-02-27,495,541,65,83167
754,2023-01-28,929,970,27,26368
755,2023-03-31,947,340,42,38463
756,2023-01-14,515,775,47,67188
757,2023-04-01,854,995,66,58887
758,2023-03-19,569,742,36,35239
759,2023-03-31,779,505,24,75462
760,2023-04-02,809,451,41,95662
761,2023-01-05,251,108,38,99840
762,2023-02-16,797,984,80,1438
763,2023-02-01,921,679,42,86892
764,2023-02-12,883,928,24,31193
765,2023-02-18,211,459,59,63999
766,2023-03-25,112,837,28,18687
767,2023-01-14,221,168,90,26243
768,2023-03-13,316,867,56,63939
769,2023-03-16,461,154,90,61375
770,2023-03-07,252,845,78,12831
771,2023-03-07,719,685,100,68351
772,2023-03-19,818,632,57,12798
773,2023-01-10,261,954,52,44534
774,2023-02-07,140,367,55,85435
775,2023-03-15,878,481,85,74043
