product_id,price,update_date
298,74712,2023-03-10
299,738695,2023-02-22
300,716263,2023-01-08
301,246563,2023-02-13
302,788180,2023-01-27
303,668685,2023-01-30
304,891807,2023-02-24
305,712825,2023-02-06
306,447440,2023-02-27
307,116537,2023-02-19
308,422000,2023-01-13
309,187930,2023-01-21
310,313234,2023-01-30
311,478642,2023-04-07
312,770320,2023-03-01
313,512535,2023-01-21
314,943416,2023-03-28
315,952730,2023-03-29
316,704355,2023-03-15
317,542718,2023-02-17
318,407456,2023-02-17
319,9541,2023-02-11
320,430669,2023-02-18
321,621233,2023-03-30
322,345636,2023-03-03
323,163670,2023-03-15
324,838370,2023-03-15
325,703442,2023-01-04
326,78064,2023-01-02
327,872808,2023-03-15
328,370651,2023-03-14
329,818234,2023-03-24
330,598147,2023-02-07
331,882761,2023-02-27
332,308075,2023-02-05
333,838709,2023-03-09
334,346400,2023-04-05
335,980170,2023-01-19
336,684244,2023-03-15
337,128363,2023-02-02
338,776523,2023-02-21
339,675601,2023-03-12
340,20205,2023-04-06
341,464957,2023-02-19
342,590328,2023-01-11
343,912609,2023-02-11
344,586540,2023-01-23
345,359091,2023-02-20
346,533303,2023-01-01
347,797593,2023-01-27
348,354696,2023-03-01
349,423654,2023-01-31
350,938961,2023-01-28
351,39968,2023-01-08
352,826400,2023-01-26
353,923357,2023-03-02
354,290373,2023-02-20
355,425763,2023-02-01
356,673784,2023-03-03
357,143287,2023-01-17
358,474900,2023-02-02
359,408493,2023-02-06
360,651844,2023-03-27
361,994901,2023-02-18
362,754713,2023-03-28
363,39215,2023-01-15
364,556385,2023-01-05
365,178011,2023-01-28
366,306208,2023-02-25
367,364359,2023-03-23
368,794227,2023-03-03
369,936293,2023-03-07
370,688632,2023-02-25
371,524500,2023-03-27
372,535342,2023-01-10
373,128067,2023-02-03
374,120981,2023-02-04
375,598277,2023-01-13
376,826643,2023-02-19
377,385833,2023-02-09
378,349272,2023-03-27
379,166337,2023-03-22
380,208347,2023-03-22
381,498299,2023-01-09
382,103263,2023-03-29
383,393352,2023-02-25
384,761272,2023-04-04
385,876334,2023-01-02
386,95018,2023-03-04
387,207736,2023-01-31
388,419657,2023-02-16
389,620476,2023-04-01
390,920690,2023-02-11
391,485402,2023-01-24
392,211525,2023-02-23
393,820403,2023-02-12
394,426738,2023-03-11
395,970261,2023-03-17
396,901867,2023-03-27
397,846814,2023-02-11
398,972363,2023-01-15
399,786672,2023-03-30
400,927121,2023-02-04
401,863394,2023-01-10
402,38194,2023-02-18
403,957518,2023-02-28
404,31356,2023-01-08
405,875990,2023-03-03
406,993103,2023-03-22
407,635584,2023-03-06
408,137786,2023-02-19
409,61071,2023-02-13
410,295272,2023-03-08
411,944617,2023-01-18
412,20298,2023-01-31
413,391129,2023-01-23
414,36514,2023-03-14
415,573272,2023-01-23
416,239254,2023-01-08
417,691614,2023-01-13
418,977223,2023-01-12
419,635071,2023-02-27
420,359675,2023-03-16
421,958900,2023-03-09
422,828181,2023-02-17
423,148820,2023-02-19
424,723963,2023-03-11
425,701698,2023-02-16
426,66031,2023-02-03
427,688450,2023-04-02
428,552309,2023-02-22
429,202870,2023-03-01
430,101132,2023-04-05
431,691925,2023-02-24
432,586183,2023-01-29
433,762306,2023-02-27
434,423717,2023-02-24
435,304206,2023-02-06
436,417955,2023-02-26
437,927647,2023-03-08
438,282392,2023-03-19
439,378565,2023-01-23
440,829029,2023-01-20
441,920350,2023-01-23
442,14057,2023-03-09
443,698903,2023-01-03
444,829415,2023-03-09
445,402877,2023-03-20
446,220151,2023-02-04
447,421212,2023-01-19
448,256900,2023-01-06
449,461179,2023-01-16
450,4794,2023-01-31
451,587903,2023-01-02
452,80624,2023-02-19
453,75366,2023-02-14
454,66012,2023-01-23
455,354296,2023-02-08
456,379674,2023-04-02
457,347443,2023-04-01
458,547677,2023-02-05
459,300227,2023-03-21
460,977297,2023-01-14
461,231572,2023-01-19
462,2295,2023-03-12
463,27777,2023-03-10
464,942180,2023-03-26
465,141114,2023-02-02
466,290613,2023-01-19
467,597029,2023-01-25
468,981721,2023-01-13
469,42472,2023-01-24
470,700151,2023-02-10
471,633272,2023-04-02
472,224879,2023-01-24
473,326431,2023-01-18
474,423212,2023-02-25
475,809758,2023-02-23
476,197254,2023-01-24
477,984450,2023-03-06
478,110085,2023-01-06
479,123423,2023-03-19
480,835780,2023-02-10
481,851302,2023-03-23
482,152042,2023-03-28
483,711037,2023-01-17
484,976365,2023-04-06
485,144853,2023-03-11
486,940623,2023-02-20
487,609286,2023-03-08
488,230017,2023-03-05
489,570705,2023-03-17
490,556820,2023-03-08
491,55750,2023-03-07
492,444510,2023-01-29
493,81602,2023-01-28
494,179286,2023-03-03
495,827153,2023-03-20
496,773826,2023-02-15
497,401545,2023-03-09
498,57853,2023-03-26
499,54056,2023-02-15
500,479942,2023-03-29
501,597879,2023-01-11
502,803860,2023-03-21
503,558014,2023-03-30
504,203263,2023-01-30
505,315629,2023-01-18
506,440006,2023-04-03
507,905370,2023-02-06
508,780719,2023-04-05
509,73267,2023-01-02
510,615459,2023-01-07
511,678876,2023-03-23
512,783092,2023-02-08
513,385155,2023-03-16
514,624762,2023-01-17
515,134231,2023-02-16
516,839774,2023-01-31
517,972230,2023-03-03
518,489005,2023-03-07
519,384342,2023-03-09
520,908631,2023-02-07
521,765852,2023-01-24
522,889592,2023-03-01
523,182909,2023-01-07
524,955758,2023-03-02
525,37272,2023-01-10
526,619086,2023-03-12
527,757546,2023-01-23
528,852540,2023-03-04
529,503307,2023-03-20
530,821548,2023-02-17
531,201379,2023-01-07
532,241931,2023-02-25
533,379452,2023-03-09
534,749905,2023-03-25
535,79127,2023-01-07
536,580871,2023-03-18
537,230980,2023-03-21
538,554281,2023-01-28
539,952709,2023-04-05
540,809227,2023-01-09
541,472560,2023-02-21
542,365523,2023-01-19
543,277248,2023-03-23
544,799908,2023-03-29
545,618423,2023-02-16
546,891731,2023-03-13
547,716350,2023-02-23
548,379809,2023-01-13
549,431329,2023-01-23
550,919161,2023-01-31
551,749984,2023-03-22
552,370844,2023-04-07
553,498013,2023-01-13
554,421166,2023-01-04
555,708089,2023-01-26
556,214968,2023-02-24
557,667381,2023-01-14
558,900339,2023-03-06
559,392978,2023-01-14
560,669837,2023-01-02
561,693874,2023-01-17
562,617239,2023-04-04
563,175574,2023-02-28
564,379007,2023-03-15
565,783710,2023-03-12
566,500787,2023-02-20
567,383029,2023-03-09
568,417257,2023-02-14
569,714232,2023-02-03
570,335987,2023-02-25
571,240786,2023-04-06
572,683614,2023-02-21
573,24940,2023-02-19
574,752683,2023-03-19
575,379008,2023-03-02
576,406462,2023-02-28
577,99282,2023-01-19
578,885731,2023-01-25
579,243178,2023-01-19
580,373821,2023-03-06
581,985673,2023-03-21
582,148161,2023-02-01
583,338539,2023-03-26
584,401715,2023-03-31
585,34987,2023-03-01
586,235131,2023-01-08
587,898887,2023-01-08
588,675103,2023-01-16
589,938578,2023-02-08
590,876986,2023-01-22
591,263083,2023-01-31
592,282094,2023-02-24
593,797733,2023-01-15
594,675986,2023-02-04
595,930263,2023-02-26
596,898779,2023-02-16
597,131666,2023-02-05
598,607965,2023-01-06
599,124845,2023-03-02
600,855549,2023-02-03
601,389956,2023-03-24
602,99073,2023-02-07
603,609912,2023-04-02
604,508201,2023-03-25
605,550545,2023-04-01
606,160487,2023-02-07
607,982127,2023-01-11
608,381892,2023-03-22
609,296715,2023-01-20
610,723878,2023-01-29
611,935632,2023-03-28
612,882313,2023-01-25
613,430131,2023-03-10
614,622618,2023-01-21
615,971560,2023-01-15
616,404801,2023-03-08
617,9516,2023-01-28
618,628542,2023-02-14
619,834857,2023-01-31
620,733203,2023-04-04
621,62805,2023-03-21
622,742833,2023-01-28
623,324079,2023-01-10
624,426369,2023-03-05
625,894893,2023-02-11
626,874465,2023-03-31
627,825642,2023-02-18
628,874097,2023-02-09
629,627193,2023-03-05
630,813815,2023-03-21
631,455595,2023-02-27
632,851270,2023-01-18
633,722091,2023-02-08
634,340278,2023-01-13
635,911915,2023-03-18
636,61197,2023-02-15
637,358307,2023-01-04
638,735492,2023-04-04
639,997450,2023-03-20
640,711114,2023-01-20
641,290460,2023-02-06
642,11043,2023-03-05
643,937550,2023-03-20
644,334090,2023-04-02
645,543710,2023-01-18
646,492511,2023-03-11
647,216271,2023-03-09
648,861414,2023-01-09
649,486270,2023-02-03
650,12167,2023-03-27
651,958108,2023-03-31
652,879890,2023-04-03
653,831921,2023-01-18
654,335053,2023-02-02
655,366236,2023-03-17
656,115170,2023-03-26
657,942587,2023-03-24
658,136158,2023-02-15
659,794135,2023-01-19
660,188036,2023-02-14
661,784483,2023-03-11
662,520489,2023-03-04
663,579412,2023-01-09
664,703154,2023-01-13
665,520499,2023-01-19
666,414799,2023-04-04
667,283027,2023-02-17
668,369768,2023-02-09
669,379611,2023-03-23
670,838573,2023-02-09
671,321534,2023-03-18
672,772119,2023-01-31
673,155174,2023-02-17
674,148016,2023-03-18
675,517690,2023-02-19
676,112313,2023-02-17
677,544492,2023-02-02
678,577907,2023-03-15
679,876548,2023-03-08
680,879093,2023-03-08
681,957490,2023-03-17
682,21482,2023-03-08
683,238939,2023-01-16
684,31709,2023-02-27
685,477375,2023-02-03
686,307042,2023-02-24
687,116685,2023-02-06
688,43639,2023-01-29
689,490562,2023-02-22
690,961639,2023-02-02
691,612181,2023-01-16
692,579621,2023-03-03
693,555353,2023-04-06
694,165527,2023-02-10
695,697724,2023-01-16
696,690345,2023-01-14
697,103061,2023-01-25
698,830715,2023-02-17
699,637872,2023-02-15
700,117441,2023-03-28
701,518500,2023-01-12
702,696606,2023-02-24
703,397007,2023-04-01
704,322864,2023-01-20
705,246653,2023-04-04
706,559628,2023-01-24
707,830656,2023-01-22
708,75334,2023-01-05
709,716072,2023-02-04
710,241152,2023-01-21
711,23552,2023-03-25
712,69179,2023-02-04
713,128511,2023-02-10
714,364340,2023-01-06
715,157179,2023-03-13
716,894732,2023-01-14
717,347028,2023-02-16
718,128744,2023-01-08
719,964285,2023-02-20
720,844496,2023-03-13
721,160813,2023-03-09
722,794391,2023-04-05
723,735821,2023-01-23
724,136638,2023-02-15
725,4415,2023-02-16
726,838560,2023-03-24
727,467806,2023-01-06
728,785322,2023-01-13
729,777540,2023-01-11
730,298466,2023-01-18
731,891566,2023-03-06
732,334256,2023-03-24
733,165286,2023-04-03
734,824905,2023-04-01
735,222282,2023-02-27
736,986935,2023-01-07
737,814690,2023-03-09
738,270498,2023-01-01
739,819104,2023-02-17
740,38713,2023-02-14
741,410558,2023-02-17
742,792504,2023-04-04
743,380054,2023-04-04
744,712333,2023-02-27
745,546931,2023-03-16
746,611980,2023-02-02
747,623700,2023-02-25
748,352186,2023-01-08
749,511813,2023-02-21
750,795305,2023-03-13
751,809370,2023-03-30
752,660391,2023-03-14
753,329529,2023-03-02
754,561512,2023-03-21
755,552156,2023-01-30
756,284241,2023-01-11
757,892578,2023-02-10
758,460768,2023-04-06
759,17172,2023-01-25
760,613293,2023-02-18
761,630052,2023-02-10
762,171782,2023-02-20
763,301365,2023-03-05
764,952108,2023-02-24
765,943626,2023-03-31
766,971440,2023-02-15
767,131759,2023-01-25
768,402214,2023-02-15
769,740044,2023-01-04
770,598719,2023-03-30
771,673060,2023-03-10
772,964016,2023-03-14
773,544920,2023-02-22
774,241615,2023-03-22
775,817049,2023-02-28
776,899380,2023-02-16
777,715227,2023-01-21
778,623919,2023-01-07
779,641974,2023-04-03
780,261293,2023-01-31
781,843615,2023-03-05
782,843459,2023-03-19
783,940031,2023-01-23
784,119642,2023-03-09
785,650916,2023-03-23
786,768115,2023-03-07
787,939209,2023-01-30
788,885996,2023-02-09
789,921659,2023-02-26
790,894595,2023-01-16
791,815727,2023-01-16
792,439268,2023-04-06
793,905723,2023-02-23
794,830437,2023-01-16
795,628066,2023-02-26
796,758402,2023-01-02
797,489392,2023-02-13
798,151475,2023-01-15
799,358847,2023-03-11
800,817266,2023-01-17
801,311380,2023-03-15
802,99835,2023-03-21
803,795891,2023-02-12
804,268235,2023-02-07
805,658626,2023-03-10
806,513220,2023-03-29
807,19883,2023-01-11
808,33611,2023-01-06
809,387571,2023-03-09
810,429507,2023-01-31
811,394445,2023-03-17
812,501252,2023-03-25
813,904607,2023-03-08
814,424981,2023-02-27
815,342094,2023-02-11
816,55646,2023-01-03
817,276258,2023-03-15
818,736332,2023-03-15
819,495351,2023-01-23
820,398773,2023-03-27
821,357268,2023-02-02
822,903109,2023-03-27
823,877474,2023-03-22
824,665662,2023-03-15
825,683887,2023-02-28
826,212394,2023-03-08
827,797071,2023-01-19
828,531513,2023-01-09
829,801451,2023-01-13
830,938727,2023-01-26
831,331501,2023-03-24
832,835372,2023-01-05
833,910688,2023-03-20
834,426271,2023-01-28
835,466658,2023-01-16
836,919304,2023-02-12
837,695532,2023-03-30
838,478484,2023-01-06
839,692082,2023-01-16
840,649140,2023-03-08
841,813167,2023-01-29
842,617057,2023-02-10
843,852520,2023-03-30
844,688276,2023-02-12
845,439652,2023-02-23
846,396089,2023-02-16
847,966573,2023-03-22
848,566383,2023-03-28
849,724355,2023-03-03
850,86100,2023-02-09
851,743044,2023-02-28
852,298321,2023-03-11
853,7975,2023-02-13
854,593401,2023-01-22
855,712234,2023-03-18
856,553308,2023-01-25
857,692161,2023-03-24
858,138433,2023-01-12
859,507536,2023-02-11
860,3909,2023-02-13
861,302376,2023-02-03
862,246431,2023-03-15
863,620458,2023-01-09
864,332599,2023-02-10
865,688972,2023-03-01
866,73984,2023-02-19
867,25370,2023-03-02
868,441634,2023-01-17
869,372977,2023-03-30
870,501098,2023-02-20
871,277312,2023-03-16
872,913797,2023-02-03
873,547398,2023-03-24
874,164236,2023-01-07
875,262066,2023-03-30
876,866241,2023-02-22
877,997303,2023-03-22
878,41730,2023-01-20
879,947354,2023-03-23
880,333187,2023-03-04
881,967707,2023-04-03
882,653291,2023-02-25
883,804124,2023-02-09
884,555054,2023-02-01
885,446726,2023-03-14
886,141993,2023-01-20
887,192104,2023-01-09
888,590216,2023-02-07
889,807155,2023-02-17
890,853666,2023-03-01
891,790057,2023-03-09
892,432877,2023-03-03
893,714338,2023-03-02
894,984342,2023-02-16
895,728186,2023-01-07
896,799627,2023-02-26
897,918377,2023-03-19
898,623602,2023-02-18
899,205151,2023-03-10
900,372024,2023-01-26
901,113436,2023-03-24
902,886200,2023-03-01
903,650951,2023-04-01
904,116616,2023-01-16
905,61904,2023-03-28
906,80714,2023-02-25
907,943271,2023-04-05
908,372764,2023-01-11
909,949860,2023-03-11
910,537357,2023-03-21
911,128858,2023-01-20
912,990810,2023-03-13
913,389245,2023-04-06
914,632890,2023-01-02
915,786856,2023-02-09
916,194083,2023-02-06
917,968972,2023-01-11
918,508485,2023-01-14
919,557608,2023-02-09
920,716054,2023-03-27
921,17783,2023-03-22
922,405417,2023-03-02
923,818130,2023-01-24
924,66326,2023-01-10
925,390774,2023-03-03
926,183145,2023-02-09
927,838798,2023-02-26
928,252933,2023-01-15
929,407553,2023-03-06
930,255043,2023-03-10
931,973448,2023-01-19
932,589556,2023-01-31
933,922485,2023-04-01
934,807386,2023-03-02
935,153527,2023-01-24
936,102143,2023-02-15
937,588768,2023-01-02
938,386578,2023-01-02
939,355765,2023-03-14
940,560776,2023-02-20
941,970932,2023-03-10
942,303854,2023-03-04
943,36850,2023-03-01
944,913167,2023-02-10
945,415969,2023-01-27
946,614013,2023-01-26
947,613651,2023-01-14
948,437091,2023-02-08
949,238063,2023-01-14
950,951189,2023-04-01
951,860694,2023-03-04
952,358800,2023-01-09
953,10439,2023-03-13
954,465998,2023-04-04
955,761514,2023-02-22
956,560545,2023-02-13
957,542098,2023-01-08
958,211080,2023-01-30
959,512341,2023-04-05
960,903692,2023-01-19
961,488691,2023-02-17
962,538750,2023-03-20
963,874132,2023-02-11
964,257349,2023-02-26
965,703085,2023-01-27
966,794683,2023-04-05
967,142732,2023-03-31
968,77475,2023-02-14
969,325783,2023-04-03
970,439259,2023-02-27
971,305561,2023-03-25
972,834802,2023-01-13
973,9812,2023-04-06
974,598142,2023-01-27
975,948650,2023-03-01
976,844133,2023-01-10
977,232336,2023-03-10
978,811263,2023-03-07
979,90029,2023-03-04
980,553274,2023-01-30
981,71788,2023-03-03
982,221805,2023-01-04
983,146244,2023-03-22
984,118193,2023-03-22
985,635610,2023-03-11
986,747482,2023-03-24
987,802481,2023-01-17
988,161301,2023-04-05
989,773319,2023-01-25
990,991021,2023-03-06
991,887359,2023-02-13
992,958442,2023-01-26
993,801534,2023-01-15
994,242605,2023-03-28
995,945676,2023-03-27
996,885365,2023-01-18
997,927968,2023-03-16
998,164384,2023-01-31
999,855925,2023-02-26
